"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","BH_pvalues_adjusted","BH_rejected","miRNA1Family","miRNA2Family","miRNA1Cluster","miRNA2Cluster"
655,"BMP7","hsa-mir-326","hsa-mir-193b-5p",0.003,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31311830'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31417861'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15994952'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17004110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17452977'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17875715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17895257'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17895257'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19193721'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22118688'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24299561'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26431436'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27696331'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28407692'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30015928'>PubMedLink</a>","mirtarbase","mirtarbase",6.21299298317528e-10,-0.489198407553872,0.0428673385467181,-0.175952730863949,0.0531313613952141,-0.0760206201282244,0.00998848135798726,TRUE,"miR-326","miR-193b-5p","hsa-mir-326","hsa-mir-193b,hsa-mir-365a"
2628,"GATM","hsa-mir-651-5p","hsa-mir-215-5p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",5.75747209386502e-07,0.648492479219988,2.08672624920674e-09,-0.538462502454733,0.120766950285312,-0.0572607130734606,0.0071313098522967,TRUE,"miR-651-5p","miR-192-5p/215-5p","hsa-mir-651","hsa-mir-215,hsa-mir-194-1"
4604,"MYBPC1","hsa-mir-130b-5p","hsa-mir-505-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",2.00341726803822e-06,0.444745767786904,0.0667767253606644,-0.129563738104277,2.25500590505942e-11,-0.359102432782922,0.0213226349165265,TRUE,"miR-130b-5p",NA,"hsa-mir-301b,hsa-mir-130b","hsa-mir-505"
5754,"PTK7","hsa-mir-30c-2-3p","hsa-mir-7-5p",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24409301'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24654231'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31701509'>PubMedLink</a>","tarbase","mirtarbase",0.00974017800614795,-0.166517981594408,3.87892371670258e-21,1.64306528131341,0.015114035524901,0.0870217813471605,0.0113387405987317,TRUE,"miR-30c-3p/6788-5p","miR-7-5p","hsa-mir-30c-2","hsa-mir-7-1"
6532,"SLC6A4","hsa-mir-20b-5p","hsa-mir-20a-5p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/20122741'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20180013'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20944177'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22210241'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29982901'>PubMedLink</a>","mirtarbase","mirtarbase",0.00103512384525538,0.265811877144971,0.103512393593866,0.0971279363397484,0.00397963407333622,0.1278334270671,0.02472327122671,TRUE,"miR-17-5p/20-5p/93-5p/106-5p/519-3p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
6532,"SLC6A4","hsa-mir-939-5p","hsa-mir-106a-5p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/20122741'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20180013'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20944177'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22210241'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29982901'>PubMedLink</a>","mirtarbase","mirtarbase",4.53833905573967e-05,0.648082424272815,0.00871937033046139,0.222333766318372,0.00397963407333622,0.1278334270671,0.0201330191149516,TRUE,"miR-939-5p/1343-5p","miR-17-5p/20-5p/93-5p/106-5p/519-3p","hsa-mir-939,hsa-mir-1234","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
6542,"SLC7A2","hsa-mir-221-5p","hsa-mir-144-3p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31735511'>PubMedLink</a>","tarbase","mirtarbase",0.729000542165174,0.0478809131782994,4.50636024376719e-14,-0.776641738479511,0.457098822636561,-0.0264493719171012,0.0165218104744975,TRUE,"miR-221-5p/8073","miR-144-3p","hsa-mir-221,hsa-mir-222","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732"
6720,"SREBF1","hsa-let-7c-5p","hsa-mir-483-3p",0.0055,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19252981'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23208501'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25880005'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29059683'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29988076'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30180878'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30625181'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31073170'>PubMedLink</a>","mirtarbase tarbase","mirtarbase",1.75986494052912e-06,-0.221934710773032,9.87225876954226e-23,-0.906238662251729,0.0449884725214105,0.0693020248647089,0.0165218104744975,TRUE,"let-7-5p/98-5p",NA,"hsa-mir-99a,hsa-let-7c","hsa-mir-483"
6781,"STC1","hsa-mir-9-3p","hsa-mir-130a-3p",0.001,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29746865'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/11888893'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12684415'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15062564'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15062564'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17634536'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21720730'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25391215'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28665755'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29593009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29721098'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579413'>PubMedLink</a>","tarbase","tarbase",0.00088092501489285,0.508330243536134,0.00011996586833264,-0.240723590520592,0.707357840371973,0.0134181449894934,0.00396033892193978,TRUE,"miR-9-3p","miR-130-3p/301-3p/454-3p","hsa-mir-9-1","hsa-mir-130a"
8614,"STC2","hsa-mir-136-5p","hsa-mir-127-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11888893'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18492817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18492817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18492817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29593009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30993707'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31845230'>PubMedLink</a>","tarbase","mirtarbase",0.664117190600433,0.0322236001175944,0.78728019791293,0.0155795904114261,0.841792862344393,-0.00681559184072857,0.00215330327386786,TRUE,"miR-136-5p","miR-127-5p","hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
