"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC"
25,"ABL1","hsa-mir-149-5p","hsa-mir-576-5p",0.2375,0.2665,0.008,FALSE,"NA","NA","NA
<a href='https://pubmed.ncbi.nlm.nih.gov/21472143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26615134'>PubMedLink</a>","mirtarbase  "," tarbase ",20.1532223013356,18.4751856261416,0.613008891115033,0.251481597709084,0.918392652556006,-0.0504607997783398,0.94364819967131,0.0235041519861299
25,"ABL1","hsa-mir-342-3p","hsa-mir-1226-3p",0.0355,0.2185,0.0035,FALSE,"NA","NA","NA
<a href='https://pubmed.ncbi.nlm.nih.gov/21472143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26615134'>PubMedLink</a>","mirtarbase  "," tarbase ",19.6074643143826,18.5601101550944,0.579653624961254,-0.199637756138109,0.867234818400962,0.120230234491001,0.94364819967131,0.0235041519861299
25,"ABL1","hsa-mir-652-3p","hsa-mir-455-3p",0.1145,0.023,0.0095,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gSKCM/29760567'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSKCM/34395634'>PubMedLink</a>","NA
<a href='https://pubmed.ncbi.nlm.nih.gov/21472143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26615134'>PubMedLink</a>"," tarbase ","mirtarbase  ",19.6062913615509,17.9824474051496,0.676095442628447,0.18111864623682,0.830244483087025,-0.0791880488766979,0.94364819967131,0.0235041519861299
27,"ABL2","hsa-mir-125b-5p","hsa-mir-409-3p",0.2235,0.957,0.006,FALSE,"NA","NA","NA"," tarbase "," tarbase ",17.9968104538237,16.6133946705476,0.271945328535281,-0.341727052853642,0.816767667775654,0.117121174501057,0.815844249045197,0.0809063210864446
60,"ACTB","hsa-mir-324-5p","hsa-let-7g-3p",0.068,0.024,0.0015,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11397121'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11564212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12575847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14706854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16979613'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18848571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19137261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19244113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21992144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22525428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22767273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24337068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24625986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24681666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25017017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25225982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25296750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27347659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367190'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28095330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29558744'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30405793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30534824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31063759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31065009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31345992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31567589'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8757754'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",26.2096639188677,25.1973763176422,0.565897348207431,0.263485444101723,0.263246054600801,-0.5277276014082,0.910643343614204,-0.031845535609003
60,"ACTB","hsa-mir-33a-5p","hsa-mir-324-5p",0.283,0.0405,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11397121'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11564212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12575847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14706854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16979613'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18848571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19137261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19244113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21992144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22525428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22767273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24337068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24625986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24681666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25017017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25225982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25296750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27347659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367190'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28095330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29558744'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30405793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30534824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31063759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31065009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31345992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31567589'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8757754'>PubMedLink</a>","mirtarbase  ","mirtarbase tarbase ",26.3117082340399,25.2387915789254,0.502357386969809,-0.392994232699471,0.565897348207431,0.263485444101723,0.910643343614204,-0.031845535609003
60,"ACTB","hsa-mir-34a-5p","hsa-let-7g-3p",0.8725,0.015,0.008,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11397121'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11564212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12575847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14706854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16979613'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18848571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19137261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19244113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21992144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22525428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22767273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24337068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24625986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24681666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25017017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25225982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25296750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27347659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367190'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28095330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29558744'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30405793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30534824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31063759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31065009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31345992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31567589'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8757754'>PubMedLink</a>"," tarbase "," tarbase ",26.3203109790201,25.2560350543854,0.940925191483641,0.0277587488381643,0.263246054600801,-0.5277276014082,0.910643343614204,-0.031845535609003
60,"ACTB","hsa-mir-507","hsa-let-7g-3p",0.7155,0.019,0.009,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/11397121'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11564212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12575847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14706854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16979613'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18848571'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19137261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19244113'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21992144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22525428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22767273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24337068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24625986'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24681666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25017017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25225982'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25296750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27347659'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27367190'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28095330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29274473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29318761'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29558744'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30405793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30534824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31063759'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31065009'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31345992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31567589'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8757754'>PubMedLink</a>","mirtarbase  "," tarbase ",26.2606860764538,24.9301063758919,0.010667913080938,2.70827078235118,0.263246054600801,-0.5277276014082,0.910643343614204,-0.031845535609003
93,"ACVR2B","hsa-mir-181d-5p","hsa-let-7a-3p",0.2575,0.042,0.0055,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",14.9600596268914,13.9366003502323,0.754591315642434,-0.152825545803633,0.892869558579485,-0.0682230606720431,0.920668558517269,0.0377158579162721
93,"ACVR2B","hsa-mir-200b-3p","hsa-mir-335-5p",0.0175,0.1485,0.0075,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase ",15.790603119078,13.76681942917,0.0248115648980286,-0.912037670816545,0.274558472617775,-0.795578003101037,0.920668558517269,0.0377158579162721
